                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.02500000          2.50000000          0.11858541          0.03125000
          0.05000000          2.75000000          0.08297449          0.03125000
          0.07500000          2.78125000          0.09175531          0.03339844
          0.10000000          2.65625000          0.09922915          0.04182129
          0.12500000          2.88378906          0.12783176          0.05030212
          0.15000000          2.85748291          0.10962191          0.04524803
          0.17500000          2.74936676          0.10403037          0.05036645
          0.20000000          2.94928598          0.11733255          0.05132036
          0.22500000          2.85955763          0.10918440          0.05360036
          0.25000000          2.88011977          0.12350470          0.05828214
          0.27500000          2.97038197          0.11372897          0.05861223
          0.30000000          2.89650721          0.12867828          0.06217606
          0.32500000          2.94863505          0.11778659          0.06221146
          0.35000000          2.94116401          0.13314935          0.06769342
          0.37500000          3.00907868          0.16997023          0.07800348
          0.40000000          2.96498350          0.13709781          0.07240636
          0.42500000          3.03150273          0.17260545          0.07989659
          0.45000000          3.01873453          0.14064130          0.07541506
          0.47500000          2.98594853          0.17504247          0.08482039
          0.50000000          3.08367838          0.14386137          0.07863108
          0.52500000          2.97997896          0.15577276          0.08151842
          0.55000000          3.08986626          0.14681485          0.08101375
          0.57500000          3.04051294          0.17943810          0.09238793
          0.60000000          3.10099867          0.14954971          0.08318792
          0.62500000          3.08861757          0.18144157          0.09583877
          0.65000000          3.09390387          0.15209919          0.08589549
          0.67500000          3.12264771          0.18333010          0.09833213
          0.70000000          3.06645227          0.15448323          0.08848105
          0.72500000          3.15946317          0.18511523          0.10036478
          0.75000000          3.07075230          0.15671849          0.09070850
          0.77500000          3.16466121          0.18681422          0.10257018
          0.80000000          3.11158345          0.15882530          0.09241686
          0.82500000          3.14665007          0.18844558          0.10529393
          0.85000000          3.15627087          0.16082690          0.09447667
          0.87500000          3.14845697          0.19002283          0.10800671
          0.90000000          3.17475487          0.16274441          0.09659932
          0.92500000          3.15889792          0.19155105          0.11033462
          0.95000000          3.18340102          0.16459210          0.09837514
          0.97500000          3.16950126          0.19302747          0.11248696
          1.00000000          3.17394536          0.16637549          0.10132337
          1.02500000          3.16651250          0.19444469          0.11420454
          1.05000000          3.16787781          0.16809265          0.10416404
          1.07500000          3.15962136          0.17590588          0.10810256
          1.10000000          3.19285047          0.16973735          0.10687022
          1.12500000          3.16967821          0.17732277          0.10929332
          1.15000000          3.21409596          0.17130265          0.10919722
          1.17500000          3.16456685          0.15663572          0.10315046
          1.20000000          3.22312566          0.17278396          0.11114526
          1.22500000          3.16470691          0.15812573          0.10488870
          1.25000000          3.22174126          0.17418085          0.11272284
          1.27500000          3.19596969          0.15954174          0.10684236
          1.30000000          3.21475193          0.17549775          0.11419035
          1.32500000          3.22539581          0.16088111          0.10849393
          1.35000000          3.19927121          0.17674356          0.11586970
          1.37500000          3.24607398          0.16214557          0.10984569
          1.40000000          3.18790970          0.17793067          0.11747834
          1.42500000          3.25836954          0.16334114          0.11108656
          1.45000000          3.17845081          0.17907358          0.11882276
          1.47500000          3.26273900          0.16447749          0.11257165
