                   x         u_numerical        u_analytical
         -0.97500000          0.00000435          0.00000000
         -0.92500000          0.00001233          0.00000000
         -0.87500000          0.00006496          0.00000000
         -0.82500000          0.00032635          0.00000000
         -0.77500000          0.00148019          0.00000000
         -0.72500000          0.00604924          0.00000000
         -0.67500000          0.02197937          0.00000000
         -0.62500000          0.06917224          0.00000000
         -0.57500000          0.18130622          0.00000000
         -0.52500000          0.37921824          0.00000000
         -0.47500000          0.62078176          1.00000000
         -0.42500000          0.81869378          1.00000000
         -0.37500000          0.93082776          1.00000000
         -0.32500000          0.97802063          1.00000000
         -0.27500000          0.99395076          1.00000000
         -0.22500000          0.99851981          1.00000000
         -0.17500000          0.99967365          1.00000000
         -0.12500000          0.99993504          1.00000000
         -0.07500000          0.99998767          1.00000000
         -0.02500000          0.99999565          1.00000000
          0.02500000          0.99999565          1.00000000
          0.07500000          0.99998767          1.00000000
          0.12500000          0.99993504          1.00000000
          0.17500000          0.99967365          1.00000000
          0.22500000          0.99851981          1.00000000
          0.27500000          0.99395076          1.00000000
          0.32500000          0.97802063          1.00000000
          0.37500000          0.93082776          1.00000000
          0.42500000          0.81869378          1.00000000
          0.47500000          0.62078176          1.00000000
          0.52500000          0.37921824          0.00000000
          0.57500000          0.18130622          0.00000000
          0.62500000          0.06917224          0.00000000
          0.67500000          0.02197937          0.00000000
          0.72500000          0.00604924          0.00000000
          0.77500000          0.00148019          0.00000000
          0.82500000          0.00032635          0.00000000
          0.87500000          0.00006496          0.00000000
          0.92500000          0.00001233          0.00000000
          0.97500000          0.00000435          0.00000000
