                Time     Total_Variation            L2_Error
          4.58125000          2.00103810          0.09436283
          4.58750000          2.00545252          0.09713507
          4.59375000          2.00914809          0.09439394
          4.60000000          2.01231337          0.09716804
          4.60625000          2.01497533          0.09443230
          4.61250000          2.01714941          0.09720612
          4.61875000          2.01887500          0.09447446
          4.62500000          2.02021230          0.09724692
          4.63125000          2.02123033          0.09451861
          4.63750000          2.02199483          0.09728890
          4.64375000          2.02256513          0.09456371
          4.65000000          2.02298824          0.09733133
          4.65625000          2.02330370          0.09460922
          4.66250000          2.02353898          0.09737391
          4.66875000          2.02371791          0.09465490
          4.67500000          2.02385436          0.09741654
          4.68125000          2.02396246          0.09470063
          4.68750000          2.02404792          0.09745920
          4.69375000          2.02411965          0.09474640
          4.70000000          2.02417876          0.09750190
          4.70625000          2.02423168          0.10153052
          4.71250000          2.02427708          0.09754466
          4.71875000          2.02432012          0.10427114
          4.72500000          2.02435849          0.09758751
          4.73125000          2.02439646          0.10430764
          4.73750000          2.02443149          0.09763047
          4.74375000          2.02446728          0.10434431
          4.75000000          2.02450122          0.09767355
          4.75625000          2.02453659          0.10438115
          4.76250000          2.02457074          0.09771678
          4.76875000          2.02460661          0.10441817
          4.77500000          2.02464155          0.09776015
          4.78125000          2.02467822          0.10445536
          4.78750000          2.02471403          0.09780369
          4.79375000          2.02475141          0.10449272
          4.80000000          2.02478786          0.09784738
          4.80625000          2.02482568          0.10453026
          4.81250000          2.02486250          0.09789123
          4.81875000          2.02490048          0.10456795
          4.82500000          2.02493743          0.09793524
          4.83125000          2.02497539          0.10460581
          4.83750000          2.02501232          0.09797940
          4.84375000          2.02505016          0.10464382
          4.85000000          2.02508703          0.09802373
          4.85625000          2.02512475          0.10468198
          4.86250000          2.02516157          0.09806821
          4.86875000          2.02519920          0.10472029
          4.87500000          2.02523600          0.09811283
          4.88125000          2.02527356          0.10475874
          4.88750000          2.02531037          0.09815761
          4.89375000          2.02534790          0.10479733
          4.90000000          2.02538475          0.09820254
          4.90625000          2.02542226          0.10483605
          4.91250000          2.02545915          0.09824760
          4.91875000          2.02549664          0.10487491
          4.92500000          2.02553357          0.09829281
          4.93125000          2.02557104          0.10491390
          4.93750000          2.02560800          0.09833816
          4.94375000          2.02564545          0.10495301
          4.95000000          2.02568243          0.09838364
          4.95625000          2.02571986          0.10499225
          4.96250000          2.02575687          0.09842926
          4.96875000          2.02579426          0.10503161
          4.97500000          2.02583129          0.09847500
          4.98125000          2.02586865          0.10507109
          4.98750000          2.02590571          0.09852088
          4.99375000          2.02594304          0.10511070
          5.00000000          2.02598012          0.09856688
          5.00625000          2.02601743          0.10515041
          5.01250000          2.02605454          0.09861300
          5.01875000          2.02609182          0.10519025
          5.02500000          2.02612895          0.09865925
          5.03125000          2.02616621          0.10523020
          5.03750000          2.02620335          0.09870562
          5.04375000          2.02624058          0.10527026
          5.05000000          2.02627774          0.09875210
          5.05625000          2.02631492          0.10531043
          5.06250000          2.02635209          0.09879871
          5.06875000          2.02638923          0.10535071
          5.07500000          2.02642639          0.09884543
          5.08125000          2.02646348          0.10539111
          5.08750000          2.02650063          0.09889226
          5.09375000          2.02653768          0.10543161
          5.10000000          2.02657489          0.09893921
          5.10625000          2.02661191          0.10547222
          5.11250000          2.02664930          0.09898627
          5.11875000          2.02668633          0.10551294
          5.12500000          2.02672399          0.09903344
          5.13125000          2.02676116          0.10555377
          5.13750000          2.02679919          0.09908072
          5.14375000          2.02683677          0.10559471
          5.15000000          2.02687510          0.09912811
          5.15625000          2.02691296          0.10563575
          5.16250000          2.02695132          0.09917561
          5.16875000          2.02698898          0.10567689
          5.17500000          2.02702669          0.09922321
          5.18125000          2.02706323          0.10571814
          5.18750000          2.02709918          0.09927092
          5.19375000          2.02713339          0.10575950
          5.20000000          2.02716640          0.09931873
          5.20625000          2.02719732          0.10580096
          5.21250000          2.02722696          0.09936665
          5.21875000          2.02725513          0.10584253
          5.22500000          2.02728343          0.09941469
          5.23125000          2.02731286          0.10588423
          5.23750000          2.02734611          0.09946287
          5.24375000          2.02738504          0.10592606
          5.25000000          2.02743205          0.09951117
          5.25625000          2.02748742          0.10596801
          5.26250000          2.02755044          0.09955959
          5.26875000          2.02761802          0.10601008
          5.27500000          2.02768682          0.09960810
          5.28125000          2.02775250          0.10605221
          5.28750000          2.02781102          0.09965666
          5.29375000          2.02786306          0.10609439
          5.30000000          2.02791263          0.09970525
          5.30625000          2.02795462          0.10613660
          5.31250000          2.02798886          0.09975385
          5.31875000          2.02801008          0.10617881
          5.32500000          2.02801160          0.09980242
          5.33125000          2.02800555          0.10622096
          5.33750000          2.02799860          0.09985084
          5.34375000          2.02799593          0.10626289
          5.35000000          2.02798848          0.09989888
          5.35625000          2.02798706          0.10630428
          5.36250000          2.02798034          0.09994605
          5.36875000          2.02797916          0.10634451
          5.37500000          2.02797393          0.09999149
          5.38125000          2.02797229          0.10638251
          5.38750000          2.02796787          0.10003375
          5.39375000          2.02796586          0.10641665
          5.40000000          2.02796202          0.10007083
          5.40625000          2.02795970          0.10644482
          5.41250000          2.02795630          0.10010031
          5.41875000          2.02795372          0.10646481
          5.42500000          2.02795068          0.10012037
          5.43125000          2.02794786          0.10647606
          5.43750000          2.02794512          0.10013281
          5.44375000          2.02794210          0.10648414
          5.45000000          2.02793961          0.10014985
          5.45625000          2.02793641          0.10650887
          5.46250000          2.02793415          0.10020394
          5.46875000          2.02793077          0.10659107
          5.47500000          2.02792870          0.10034452
          5.48125000          2.02792518          0.10677945
          5.48750000          2.02792328          0.10061321
          5.49375000          2.02791962          0.10708918
          5.50000000          2.02791787          0.10109042
          5.50625000          2.02791407          0.10755817
          5.51250000          2.02791246          0.10092367
          5.51875000          2.02790855          0.10746411
          5.52500000          2.02790705          0.10083774
          5.53125000          2.02790329          0.10743651
          5.53750000          2.02790176          0.10085626
          5.54375000          2.02789840          0.10747866
          5.55000000          2.02789669          0.10092332
          5.55625000          2.02789361          0.10754550
          5.56250000          2.02789172          0.10100030
          5.56875000          2.02788888          0.10761236
          5.57500000          2.02788682          0.10107174
          5.58125000          2.02788421          0.10767196
          5.58750000          2.02788198          0.10113514
          5.59375000          2.02787958          0.10772479
          5.60000000          2.02787718          0.10119254
          5.60625000          2.02787497          0.10777321
          5.61250000          2.02787242          0.10124643
          5.61875000          2.02787039          0.10781930
          5.62500000          2.02786768          0.10129859
          5.63125000          2.02786583          0.10786432
          5.63750000          2.02786296          0.10135002
          5.64375000          2.02786127          0.10790893
          5.65000000          2.02785830          0.10140120
          5.65625000          2.02785676          0.10795343
          5.66250000          2.02800500          0.10145231
          5.66875000          2.02803256          0.10799792
          5.67500000          2.02808753          0.10150343
          5.68125000          2.02810072          0.10804244
          5.68750000          2.02813583          0.10155457
          5.69375000          2.02815431          0.10808701
          5.70000000          2.02817272          0.10160574
          5.70625000          2.02818608          0.10813162
          5.71250000          2.02818696          0.10165696
          5.71875000          2.02819304          0.10817630
          5.72500000          2.02818354          0.10170826
          5.73125000          2.02819197          0.10822107
          5.73750000          2.02819202          0.10175965
          5.74375000          2.02821113          0.10826598
          5.75000000          2.02822924          0.10181118
          5.75625000          2.02826041          0.10831103
          5.76250000          2.02829280          0.10186285
          5.76875000          2.02833108          0.10835622
          5.77500000          2.02837061          0.10191466
          5.78125000          2.02840996          0.10840155
          5.78750000          2.02845110          0.10196659
          5.79375000          2.02848801          0.10844701
          5.80000000          2.02852820          0.10201864
          5.80625000          2.02856170          0.10849259
          5.81250000          2.02860048          0.10207081
          5.81875000          2.02863345          0.10853829
          5.82500000          2.02867012          0.10212309
          5.83125000          2.02870355          0.10858411
          5.83750000          2.02873851          0.10217548
          5.84375000          2.02877264          0.10863005
          5.85000000          2.02880659          0.10222798
          5.85625000          2.02884169          0.10867611
          5.86250000          2.02887501          0.10228059
          5.86875000          2.02891113          0.10872229
          5.87500000          2.02894405          0.10233332
          5.88125000          2.02898102          0.10876860
          5.88750000          2.02901365          0.10238617
          5.89375000          2.02905121          0.10881503
          5.90000000          2.02908342          0.10243913
          5.90625000          2.02912137          0.10886159
          5.91250000          2.02915302          0.10249220
          5.91875000          2.02919115          0.10890827
          5.92500000          2.02922212          0.10254540
          5.93125000          2.02926023          0.10895508
          5.93750000          2.02929174          0.10259871
          5.94375000          2.02932894          0.10900201
          5.95000000          2.02936061          0.10265214
          5.95625000          2.02939673          0.10904907
          5.96250000          2.02942831          0.10270570
          5.96875000          2.02946328          0.10909626
          5.97500000          2.02949462          0.10275937
          5.98125000          2.02952845          0.10914358
          5.98750000          2.02955953          0.10281318
          5.99375000          2.02959230          0.10919104
          6.00000000          2.02962321          0.10286712
          6.00625000          2.02965510          0.10923863
          6.01250000          2.02968601          0.10292119
          6.01875000          2.02971730          0.10928637
          6.02500000          2.02974848          0.10297541
          6.03125000          2.02977950          0.10933426
          6.03750000          2.02981126          0.10302978
          6.04375000          2.02984234          0.10938231
          6.05000000          2.02987497          0.10308430
          6.05625000          2.02990642          0.10943051
          6.06250000          2.02994016          0.10313897
          6.06875000          2.02997218          0.10947888
          6.07500000          2.03000714          0.10319381
          6.08125000          2.03003982          0.10952741
          6.08750000          2.03007599          0.10324882
          6.09375000          2.03010926          0.10957611
          6.10000000          2.03014650          0.10330399
          6.10625000          2.03018058          0.10962498
          6.11250000          2.03021847          0.10335932
          6.11875000          2.03025338          0.10967402
          6.12500000          2.03029148          0.10341482
          6.13125000          2.03032682          0.10972322
          6.13750000          2.03036486          0.10347049
          6.14375000          2.03040034          0.10977260
          6.15000000          2.03043810          0.10352632
          6.15625000          2.03047351          0.10982214
          6.16250000          2.03051085          0.10358232
          6.16875000          2.03054610          0.10987185
          6.17500000          2.03058306          0.10363848
          6.18125000          2.03061826          0.10992172
          6.18750000          2.03065506          0.10369480
          6.19375000          2.03069055          0.10997177
          6.20000000          2.03072765          0.10375130
          6.20625000          2.03076396          0.11002199
          6.21250000          2.03080194          0.10380796
          6.21875000          2.03083965          0.11007237
          6.22500000          2.03087905          0.10386478
          6.23125000          2.03091849          0.11012293
          6.23750000          2.03095938          0.10392177
          6.24375000          2.03100028          0.11017364
          6.25000000          2.03104196          0.10397892
          6.25625000          2.03108314          0.11022452
          6.26250000          2.03112393          0.10403621
          6.26875000          2.03116319          0.11027555
          6.27500000          2.03120038          0.10409366
          6.28125000          2.03123440          0.11032673
          6.28750000          2.03126393          0.10415125
          6.29375000          2.03128762          0.11037807
          6.30000000          2.03130291          0.10420900
          6.30625000          2.03130746          0.11042958
          6.31250000          2.03129641          0.10426693
          6.31875000          2.03126491          0.11048130
          6.32500000          2.03120377          0.10432512
          6.33125000          2.03110281          0.11053333
          6.33750000          2.03094482          0.10438369
          6.34375000          2.03070937          0.11058584
          6.35000000          2.03036480          0.10444291
          6.35625000          2.02987223          0.11063916
          6.36250000          2.02917524          0.10450326
          6.36875000          2.02820384          0.11069394
          6.37500000          2.02686227          0.10456567
          6.38125000          2.02503162          0.11075136
          6.38750000          2.02255961          0.10463181
          6.39375000          2.01926145          0.11081345
          6.40000000          2.01491567          0.10470438
          6.40625000          2.00926833          0.11088336
          6.41250000          2.00204114          0.10478731
          6.41875000          1.99294866          0.11096521
          6.42500000          1.99219850          0.10488507
          6.43125000          1.99219598          0.11107096
          6.43750000          1.99219377          0.10503289
          6.44375000          1.99219122          0.11125171
          6.45000000          1.99218909          0.10529007
          6.45625000          1.99218650          0.11156875
          6.46250000          1.99218444          0.10572997
          6.46875000          1.99218182          0.11210022
          6.47500000          1.99217982          0.10644896
          6.48125000          1.99217716          0.11293188
          6.48750000          1.99217523          0.10745577
          6.49375000          1.99217252          0.11404611
          6.50000000          1.99217065          0.10916937
          6.50625000          1.99216791          0.11577051
          6.51250000          1.99216610          0.10871234
          6.51875000          1.99216331          0.11549227
          6.52500000          1.99216156          0.10823454
          6.53125000          1.99215873          0.11516501
          6.53750000          1.99215703          0.10795512
          6.54375000          1.99215416          0.11498119
          6.55000000          1.99215251          0.10782307
          6.55625000          1.99214961          0.11490142
          6.56250000          1.99214800          0.10777701
          6.56875000          1.99214505          0.11488049
          6.57500000          1.99842879          0.10777647
          6.58125000          2.00423880          0.11489029
          6.58750000          2.00922595          0.10780075
          6.59375000          2.01366745          0.11491845
          6.60000000          2.01757277          0.10784037
          6.60625000          2.02090668          0.11495782
          6.61250000          2.02367447          0.10788913
          6.61875000          2.02591430          0.11500322
          6.62500000          2.02769561          0.10794275
          6.63125000          2.02908968          0.11505188
          6.63750000          2.03017280          0.10799894
          6.64375000          2.03100606          0.11510239
          6.65000000          2.03164782          0.10805652
          6.65625000          2.03213874          0.11515402
          6.66250000          2.03251797          0.10811491
          6.66875000          2.03280905          0.11520639
          6.67500000          2.03303718          0.10817382
          6.68125000          2.03321437          0.11525929
          6.68750000          2.03335698          0.10823312
          6.69375000          2.03346993          0.11531261
          6.70000000          2.03356436          0.10829275
          6.70625000          2.03364099          0.11536628
          6.71250000          2.03370808          0.10835266
          6.71875000          2.03376394          0.11542028
          6.72500000          2.03381530          0.10841285
          6.73125000          2.03385916          0.11547457
          6.73750000          2.03390149          0.10847332
          6.74375000          2.03393855          0.11552915
          6.75000000          2.03397599          0.10853406
          6.75625000          2.03400977          0.11558401
          6.76250000          2.03404496          0.10859508
          6.76875000          2.03407771          0.11563914
          6.77500000          2.03411239          0.10865638
          6.78125000          2.03414544          0.11569454
          6.78750000          2.03418061          0.10871797
          6.79375000          2.03421463          0.11575020
          6.80000000          2.03425067          0.10877984
          6.80625000          2.03428578          0.11580612
          6.81250000          2.03432262          0.10884200
          6.81875000          2.03435863          0.11586230
          6.82500000          2.03439600          0.10890443
          6.83125000          2.03443260          0.11591872
          6.83750000          2.03447020          0.10896713
          6.84375000          2.03450710          0.11597539
          6.85000000          2.03454469          0.10903010
          6.85625000          2.03458170          0.11603230
          6.86250000          2.03461915          0.10909334
          6.86875000          2.03465617          0.11608944
          6.87500000          2.03469343          0.10915684
          6.88125000          2.03473045          0.11614681
          6.88750000          2.03476752          0.10922060
          6.89375000          2.03480456          0.11620441
          6.90000000          2.03484147          0.10928460
          6.90625000          2.03487856          0.11626224
          6.91250000          2.03491534          0.10934886
          6.91875000          2.03495251          0.11632028
          6.92500000          2.03498920          0.10941336
          6.93125000          2.03502646          0.11637855
          6.93750000          2.03506306          0.10947811
          6.94375000          2.03510043          0.11643703
          6.95000000          2.03513695          0.10954310
          6.95625000          2.03517442          0.11649573
          6.96250000          2.03521087          0.10960832
          6.96875000          2.03524844          0.11655464
          6.97500000          2.03528481          0.10967378
          6.98125000          2.03532248          0.11661376
          6.98750000          2.03535876          0.10973947
          6.99375000          2.03539653          0.11667310
          7.00000000          2.03543272          0.10980539
          7.00625000          2.03547056          0.11673264
          7.01250000          2.03550665          0.10987154
          7.01875000          2.03554456          0.11679240
          7.02500000          2.03558054          0.10993792
          7.03125000          2.03561850          0.11685236
          7.03750000          2.03565436          0.11000452
          7.04375000          2.03569237          0.11691253
          7.05000000          2.03572812          0.11007135
          7.05625000          2.03576621          0.11697291
          7.06250000          2.03580188          0.11013840
          7.06875000          2.03584008          0.11703349
          7.07500000          2.03587572          0.11020567
          7.08125000          2.03591409          0.11709428
          7.08750000          2.03594979          0.11027315
          7.09375000          2.03598843          0.11715527
          7.10000000          2.03602438          0.11034086
          7.10625000          2.03606330          0.11721647
          7.11250000          2.03609953          0.11040879
          7.11875000          2.03613876          0.11727787
          7.12500000          2.03617522          0.11047692
          7.13125000          2.03621460          0.11733948
          7.13750000          2.03625100          0.11054528
          7.14375000          2.03629007          0.11740129
          7.15000000          2.03632574          0.11061384
          7.15625000          2.03636362          0.11746329
          7.16250000          2.03639747          0.11068261
          7.16875000          2.03643290          0.11752550
          7.17500000          2.03646362          0.11075160
          7.18125000          2.03649537          0.11758792
          7.18750000          2.03652204          0.11082080
          7.19375000          2.03654987          0.11765055
          7.20000000          2.03657337          0.11089023
          7.20625000          2.03659981          0.11771340
          7.21250000          2.03662484          0.11095992
          7.21875000          2.03665708          0.11777650
          7.22500000          2.03669306          0.11102985
          7.23125000          2.03674156          0.11783986
          7.23750000          2.03679777          0.11110005
          7.24375000          2.03686769          0.11790344
          7.25000000          2.03694253          0.11117046
          7.25625000          2.03702465          0.11796721
          7.26250000          2.03710306          0.11124104
          7.26875000          2.03717946          0.11803112
          7.27500000          2.03724327          0.11131173
          7.28125000          2.03730024          0.11809512
          7.28750000          2.03735186          0.11138249
          7.29375000          2.03739680          0.11815918
          7.30000000          2.03743015          0.11145329
          7.30625000          2.03745119          0.11822326
          7.31250000          2.03744811          0.11152406
          7.31875000          2.03744424          0.11828725
          7.32500000          2.03743429          0.11159463
          7.33125000          2.03743332          0.11835092
          7.33750000          2.03742441          0.11166465
          7.34375000          2.03742391          0.11841383
          7.35000000          2.03741724          0.11173347
          7.35625000          2.03741607          0.11847513
          7.36250000          2.03741052          0.11179993
          7.36875000          2.03740883          0.11853343
          7.37500000          2.03740407          0.11186217
          7.38125000          2.03740196          0.11858657
          7.38750000          2.03739780          0.11191745
          7.39375000          2.03739531          0.11863158
          7.40000000          2.03739166          0.11196228
          7.40625000          2.03738884          0.11866488
          7.41250000          2.03738561          0.11199272
          7.41875000          2.03738250          0.11868292
          7.42500000          2.03737963          0.11200567
          7.43125000          2.03737625          0.11868412
          7.43750000          2.03737371          0.11200197
          7.44375000          2.03737008          0.11867285
          7.45000000          2.03736784          0.11199143
          7.45625000          2.03736398          0.11866447
          7.46250000          2.03736200          0.11199756
          7.46875000          2.03735792          0.11868611
          7.47500000          2.03735618          0.11204845
          7.48125000          2.03735190          0.11876121
          7.48750000          2.03735039          0.11216288
          7.49375000          2.03734591          0.11888728
          7.50000000          2.03734461          0.11233934
          7.50625000          2.03734017          0.11904048
          7.51250000          2.03733894          0.11231031
          7.51875000          2.03733483          0.11904064
          7.52500000          2.03733351          0.11235043
          7.53125000          2.03732961          0.11910413
          7.53750000          2.03732819          0.11244817
          7.54375000          2.03732447          0.11920594
          7.55000000          2.03732297          0.11256627
          7.55625000          2.03731939          0.11931477
          7.56250000          2.03731781          0.11268144
          7.56875000          2.03731436          0.11941573
          7.57500000          2.03731270          0.11278547
          7.58125000          2.03730937          0.11950577
          7.58750000          2.03730764          0.11287868
          7.59375000          2.03730442          0.11958701
          7.60000000          2.03730261          0.11296428
          7.60625000          2.03729949          0.11966266
          7.61250000          2.03729762          0.11304542
          7.61875000          2.03729459          0.11973528
          7.62500000          2.03729265          0.11312432
          7.63125000          2.03728970          0.11980648
          7.63750000          2.03728770          0.11320223
          7.64375000          2.03728483          0.11987711
          7.65000000          2.03728277          0.11327978
          7.65625000          2.03728000          0.11994758
          7.66250000          2.03732217          0.11335726
          7.66875000          2.03743069          0.12001805
          7.67500000          2.03746748          0.11343476
          7.68125000          2.03750228          0.12008858
          7.68750000          2.03751171          0.11351231
          7.69375000          2.03754558          0.12015917
          7.70000000          2.03755322          0.11358992
          7.70625000          2.03757453          0.12022983
          7.71250000          2.03757671          0.11366760
          7.71875000          2.03757733          0.12030059
          7.72500000          2.03756938          0.11374539
          7.73125000          2.03755730          0.12037148
          7.73750000          2.03755030          0.11382334
          7.74375000          2.03754195          0.12044257
          7.75000000          2.03754993          0.11390151
          7.75625000          2.03755743          0.12051389
          7.76250000          2.03758432          0.11397992
          7.76875000          2.03761198          0.12058547
          7.77500000          2.03765014          0.11405859
          7.78125000          2.03768905          0.12065730
          7.78750000          2.03773118          0.11413750
          7.79375000          2.03777404          0.12072937
          7.80000000          2.03781501          0.11421665
          7.80625000          2.03785779          0.12080167
          7.81250000          2.03789543          0.11429603
          7.81875000          2.03793678          0.12087419
          7.82500000          2.03797095          0.11437562
          7.83125000          2.03801100          0.12094693
          7.83750000          2.03804240          0.11445542
          7.84375000          2.03808177          0.12101988
          7.85000000          2.03811239          0.11453543
          7.85625000          2.03815109          0.12109304
          7.86250000          2.03818248          0.11461565
          7.86875000          2.03822031          0.12116641
          7.87500000          2.03825233          0.11469609
          7.88125000          2.03828956          0.12124000
          7.88750000          2.03832218          0.11477673
          7.89375000          2.03835892          0.12131381
          7.90000000          2.03839208          0.11485758
          7.90625000          2.03842828          0.12138783
          7.91250000          2.03846200          0.11493865
          7.91875000          2.03849750          0.12146206
          7.92500000          2.03853154          0.11501993
          7.93125000          2.03856624          0.12153651
          7.93750000          2.03860041          0.11510143
          7.94375000          2.03863418          0.12161119
          7.95000000          2.03866830          0.11518314
          7.95625000          2.03870107          0.12168608
          7.96250000          2.03873500          0.11526508
          7.96875000          2.03876672          0.12176120
          7.97500000          2.03880041          0.11534724
          7.98125000          2.03883142          0.12183654
          7.98750000          2.03886472          0.11542962
          7.99375000          2.03889581          0.12191212
          8.00000000          2.03892843          0.11551224
