                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.00312500          2.00000000          0.03952847          0.00312500
          0.00625000          2.00000000          0.02096314          0.00234375
          0.00937500          2.00000000          0.04005128          0.00384615
          0.01250000          2.00000000          0.02648215          0.00315505
          0.01562500          2.00000000          0.04082275          0.00431759
          0.01875000          2.00000000          0.02953338          0.00367870
          0.02187500          2.00000000          0.04155498          0.00467751
          0.02500000          2.00000000          0.03162440          0.00407476
          0.02812500          2.00000000          0.04221793          0.00497272
          0.03125000          2.00000000          0.03321269          0.00439732
          0.03437500          2.00000000          0.04281637          0.00522512
          0.03750000          2.00000000          0.03449355          0.00467154
          0.04062500          2.00000000          0.04335975          0.00544684
          0.04375000          2.00000000          0.03556749          0.00491132
          0.04687500          2.00000000          0.04385683          0.00564536
          0.05000000          2.00000000          0.03649283          0.00512517
          0.05312500          2.00000000          0.04431485          0.00582565
          0.05625000          2.00000000          0.03730629          0.00531874
          0.05937500          2.00000000          0.04473961          0.00599118
          0.06250000          2.00000000          0.03803250          0.00549595
          0.06562500          2.00000000          0.04513579          0.00614449
          0.06875000          2.00000000          0.03868875          0.00565966
          0.07187500          2.00000000          0.04550717          0.00628749
          0.07500000          2.00000000          0.03928764          0.00581202
          0.07812500          2.00000000          0.04585682          0.00642167
          0.08125000          2.00000000          0.03983865          0.00595468
          0.08437500          2.00000000          0.04618730          0.00654819
          0.08750000          2.00000000          0.04034907          0.00608896
          0.09062500          2.00000000          0.04650072          0.00666800
          0.09375000          2.00000000          0.04082464          0.00621591
          0.09687500          2.00000000          0.04679887          0.00678188
          0.10000000          2.00000000          0.04126996          0.00633638
          0.10312500          2.00000000          0.04708327          0.00689047
          0.10625000          2.00000000          0.04168877          0.00645110
          0.10937500          2.00000000          0.04735522          0.00699430
          0.11250000          2.00000000          0.04208414          0.00656064
          0.11562500          2.00000000          0.04761584          0.00709383
          0.11875000          2.00000000          0.04245866          0.00666553
          0.12187500          2.00000000          0.04786609          0.00718947
          0.12500000          2.00000000          0.04281448          0.00676619
          0.12812500          2.00000000          0.04810684          0.00728153
          0.13125000          2.00000000          0.04315346          0.00686300
          0.13437500          2.00000000          0.04833883          0.00737033
          0.13750000          2.00000000          0.04347717          0.00695628
          0.14062500          2.00000000          0.04856272          0.00745612
          0.14375000          2.00000000          0.04378697          0.00704630
          0.14687500          2.00000000          0.04877911          0.00753912
          0.15000000          2.00000000          0.04408407          0.00713333
          0.15312500          2.00000000          0.04898851          0.00761954
          0.15625000          2.00000000          0.04436950          0.00721759
          0.15937500          2.00000000          0.04919139          0.00769755
          0.16250000          2.00000000          0.04464417          0.00729926
          0.16562500          2.00000000          0.04938819          0.00777333
          0.16875000          2.00000000          0.04490891          0.00737852
          0.17187500          2.00000000          0.04957928          0.00784700
          0.17500000          2.00000000          0.04516444          0.00745554
          0.17812500          2.00000000          0.04976500          0.00791871
          0.18125000          2.00000000          0.04541140          0.00753045
          0.18437500          2.00000000          0.04994569          0.00798857
          0.18750000          2.00000000          0.04565037          0.00760338
          0.19062500          2.00000000          0.05012161          0.00805669
          0.19375000          2.00000000          0.04588187          0.00767444
          0.19687500          2.00000000          0.05029304          0.00812316
          0.20000000          2.00000000          0.04610638          0.00774375
          0.20312500          2.00000000          0.05046023          0.00818808
          0.20625000          2.00000000          0.04632433          0.00781141
          0.20937500          2.00000000          0.05062338          0.00825153
          0.21250000          2.00000000          0.04653610          0.00787749
          0.21562500          2.00000000          0.05078270          0.00831358
          0.21875000          2.00000000          0.04674205          0.00794208
          0.22187500          2.00000000          0.05093839          0.00837430
          0.22500000          2.00000000          0.04694251          0.00800526
          0.22812500          2.00000000          0.05109062          0.00843376
          0.23125000          2.00000000          0.04713777          0.00806710
          0.23437500          2.00000000          0.05123955          0.00849202
          0.23750000          2.00000000          0.04732811          0.00812766
          0.24062500          2.00000000          0.05138533          0.00854913
          0.24375000          2.00000000          0.04751378          0.00818700
          0.24687500          2.00000000          0.05152810          0.00860514
          0.25000000          2.00000000          0.04769502          0.00824517
          0.25312500          2.00000000          0.05166800          0.00866010
          0.25625000          2.00000000          0.04787204          0.00830223
          0.25937500          2.00000000          0.05180515          0.00871406
          0.26250000          2.00000000          0.04804505          0.00835822
          0.26562500          2.00000000          0.05193966          0.00876705
          0.26875000          2.00000000          0.04821423          0.00841319
          0.27187500          2.00000000          0.05207163          0.00881912
          0.27500000          2.00000000          0.04837975          0.00846719
          0.27812500          2.00000000          0.05220118          0.00887031
          0.28125000          2.00000000          0.04854178          0.00852024
          0.28437500          2.00000000          0.05232839          0.00892064
          0.28750000          2.00000000          0.04870047          0.00857240
          0.29062500          2.00000000          0.05245336          0.00897015
          0.29375000          2.00000000          0.04885595          0.00862368
          0.29687500          2.00000000          0.05257616          0.00901887
          0.30000000          2.00000000          0.04900837          0.00867413
          0.30312500          2.00000000          0.05269689          0.00906683
          0.30625000          2.00000000          0.04915785          0.00872378
          0.30937500          2.00000000          0.05281560          0.00911406
          0.31250000          2.00000000          0.04930450          0.00877265
          0.31562500          2.00000000          0.05293238          0.00916058
          0.31875000          2.00000000          0.04944843          0.00882078
          0.32187500          2.00000000          0.05304729          0.00920641
          0.32500000          2.00000000          0.04958975          0.00886818
          0.32812500          2.00000000          0.05316039          0.00925158
          0.33125000          2.00000000          0.04972856          0.00891488
          0.33437500          2.00000000          0.05327175          0.00929611
          0.33750000          2.00000000          0.04986495          0.00896091
          0.34062500          2.00000000          0.05338142          0.00934003
          0.34375000          2.00000000          0.04999900          0.00900629
          0.34687500          2.00000000          0.05348946          0.00938334
          0.35000000          2.00000000          0.05013080          0.00905104
          0.35312500          2.00000000          0.05359591          0.00942608
          0.35625000          2.00000000          0.05026043          0.00909518
          0.35937500          2.00000000          0.05370083          0.00946825
          0.36250000          2.00000000          0.05038795          0.00913872
          0.36562500          2.00000000          0.05380427          0.00950988
          0.36875000          2.00000000          0.05051345          0.00918169
          0.37187500          2.00000000          0.05390626          0.00955098
          0.37500000          2.00000000          0.05063698          0.00922411
          0.37812500          2.00000000          0.05400686          0.00959156
          0.38125000          2.00000000          0.05075862          0.00926598
          0.38437500          2.00000000          0.05410610          0.00963165
          0.38750000          2.00000000          0.05087841          0.00930733
          0.39062500          2.00000000          0.05420402          0.00967125
          0.39375000          2.00000000          0.05099643          0.00934817
          0.39687500          2.00000000          0.05430066          0.00971037
          0.40000000          2.00000000          0.05111272          0.00938851
          0.40312500          2.00000000          0.05439605          0.00974904
          0.40625000          2.00000000          0.05122734          0.00942838
          0.40937500          2.00000000          0.05449023          0.00978726
          0.41250000          2.00000000          0.05134033          0.00946777
          0.41562500          2.00000000          0.05458324          0.00982505
          0.41875000          2.00000000          0.05145175          0.00950671
          0.42187500          2.00000000          0.05467510          0.00986242
          0.42500000          2.00000000          0.05156164          0.00954520
          0.42812500          2.00000000          0.05476584          0.00989937
          0.43125000          2.00000000          0.05167004          0.00958326
          0.43437500          2.00000000          0.05485549          0.00993592
          0.43750000          2.00000000          0.05177699          0.00962091
          0.44062500          2.00000000          0.05494408          0.00997209
          0.44375000          2.00000000          0.05188255          0.00965817
          0.44687500          2.00000000          0.05503164          0.01000793
          0.45000000          2.00000000          0.05198673          0.00969512
          0.45312500          2.00000000          0.05511819          0.01004357
          0.45625000          2.00000000          0.05208959          0.00973201
          0.45937500          2.00000000          0.05520377          0.01007945
          0.46250000          2.00000000          0.05219119          0.00976959
          0.46562500          2.00000000          0.05528851          0.01011686
          0.46875000          2.00000000          0.05229191          0.00981002
          0.47187500          2.00000000          0.05537337          0.01015921
          0.47500000          2.00000000          0.05239455          0.00985849
          0.47812500          2.00000000          0.05546515          0.01021407
          0.48125000          2.00000000          0.05251629          0.00992533
          0.48437500          2.00000000          0.05559973          0.01029437
          0.48750000          2.00000000          0.05273419          0.01002506
          0.49062500          2.00000000          0.05590463          0.01041353
          0.49375000          2.00000000          0.05322279          0.01016310
          0.49687500          2.00000000          0.05658718          0.01056716
          0.50000000          2.00000000          0.05453915          0.01036181
          0.50312500          2.00000000          0.05804168          0.01076447
          0.50625000          2.00000000          0.05394988          0.01030298
          0.50937500          2.00000000          0.05775247          0.01071772
          0.51250000          2.00000000          0.05364312          0.01024828
          0.51562500          2.00000000          0.05762339          0.01068160
          0.51875000          2.00000000          0.05360775          0.01022935
          0.52187500          2.00000000          0.05763783          0.01067641
          0.52500000          2.00000000          0.05366613          0.01023685
          0.52812500          2.00000000          0.05769456          0.01069086
          0.53125000          2.00000000          0.05374563          0.01025824
          0.53437500          2.00000000          0.05775949          0.01071463
          0.53750000          2.00000000          0.05382823          0.01028562
          0.54062500          2.00000000          0.05782532          0.01074210
          0.54375000          2.00000000          0.05391064          0.01031517
          0.54687500          2.00000000          0.05789083          0.01077080
          0.55000000          2.00000000          0.05399237          0.01034534
          0.55312500          2.00000000          0.05795585          0.01079978
          0.55625000          2.00000000          0.05407336          0.01037555
          0.55937500          2.00000000          0.05802037          0.01082869
          0.56250000          2.00000000          0.05415362          0.01040561
          0.56562500          2.00000000          0.05808439          0.01085742
          0.56875000          2.00000000          0.05423315          0.01043545
          0.57187500          2.00000000          0.05814790          0.01088595
          0.57500000          2.00000000          0.05431196          0.01046507
          0.57812500          2.00000000          0.05821093          0.01091426
          0.58125000          2.00000000          0.05439007          0.01049446
          0.58437500          2.00000000          0.05827347          0.01094236
          0.58750000          2.00000000          0.05446748          0.01052362
          0.59062500          2.00000000          0.05833553          0.01097025
          0.59375000          2.00000000          0.05454421          0.01055256
          0.59687500          2.00000000          0.05839711          0.01099793
          0.60000000          2.00000000          0.05462027          0.01058127
          0.60312500          2.00000000          0.05845823          0.01102541
          0.60625000          2.00000000          0.05469566          0.01060978
          0.60937500          2.00000000          0.05630783          0.01079880
          0.61250000          2.00000000          0.05477040          0.01063806
          0.61562500          2.00000000          0.05637611          0.01082653
          0.61875000          2.00000000          0.05484450          0.01066614
          0.62187500          2.00000000          0.05644384          0.01085406
          0.62500000          2.00000000          0.05491796          0.01069402
          0.62812500          2.00000000          0.05651103          0.01088138
          0.63125000          2.00000000          0.05499081          0.01072169
          0.63437500          2.00000000          0.05657767          0.01090851
