                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.01312500          2.20000000          0.00559017          0.00062500
          0.02625000          2.42000000          0.01146326          0.00131250
          0.03937500          2.66200000          0.01764430          0.00206875
          0.05250000          2.92820000          0.02416087          0.00290063
          0.06562500          3.22102000          0.03104328          0.00381569
          0.07875000          3.54312200          0.03832488          0.00482226
          0.09187500          3.89743420          0.04604240          0.00592948
          0.10500000          4.28717762          0.05423622          0.00714743
          0.11812500          4.71589538          0.06295077          0.00848717
          0.13125000          5.18748492          0.07223491          0.00996089
          0.14437500          5.70623341          0.13873489          0.02408198
          0.15750000          6.27685675          0.14525587          0.02586518
          0.17062500          6.90454243          0.15274307          0.02782670
          0.18375000          7.59499667          0.16127095          0.02998436
          0.19687500          8.35449634          0.17091769          0.03235780
          0.21000000          9.18994597          0.18176629          0.03496858
          0.22312500         10.10894057          0.19390575          0.03784044
          0.23625000         11.11983463          0.20743236          0.04099948
          0.24937500         12.23181809          0.22245114          0.04447443
          0.26250000         13.45499990          0.23907719          0.04829687
          0.27562500         14.80049989          0.25743714          0.05250156
          0.28875000         16.28054988          0.27767061          0.05712672
          0.30187500         17.90860487          0.29993173          0.06221439
          0.31500000         19.69946535          0.32439070          0.06781083
          0.32812500         21.66941189          0.35123539          0.07396691
          0.34125000         23.83635308          0.38067312          0.08073860
          0.35437500         26.21998838          0.41293249          0.08818746
          0.36750000         28.84198722          0.44826536          0.09638121
          0.38062500         31.72618594          0.48694908          0.10539433
          0.39375000         34.89880454          0.52928878          0.11530876
          0.40687500         38.38868499          0.58637735          0.13871464
          0.42000000         42.22755349          0.63621234          0.15071110
          0.43312500         46.45030884          0.69087497          0.16390722
          0.44625000         51.09533972          0.75080664          0.17842294
          0.45937500         56.20487370          0.81649217          0.19439023
          0.47250000         61.82536107          0.88846397          0.21195425
          0.48562500         68.00789717          0.96730659          0.23127468
          0.49875000         74.80868689          1.05366171          0.25252715
          0.51187500         82.28955558          1.14823360          0.27590486
          0.52500000         90.51851114          1.25179510          0.30162035
          0.53812500         99.57036225          1.36519414          0.32990738
          0.55125000        109.52739847          1.48936099          0.36102312
          0.56437500        120.48013832          1.62531615          0.39525043
          0.57750000        132.52815215          1.77417896          0.43290048
          0.59062500        145.78096737          1.93717715          0.47431552
          0.60375000        160.35906411          2.11565728          0.51987208
          0.61687500        176.39497052          2.31109616          0.56998428
