                   x         u_numerical        u_analytical
         -0.99375000          0.08456024          0.00000000
         -0.98125000          0.06429628          0.00000000
         -0.96875000          0.03876593          0.00000000
         -0.95625000          0.01177379          0.00000000
         -0.94375000         -0.01243048          0.00000000
         -0.93125000         -0.02981662          0.00000000
         -0.91875000         -0.03720080          0.00000000
         -0.90625000         -0.03273890          0.00000000
         -0.89375000         -0.01621712          0.00000000
         -0.88125000          0.01089400          0.00000000
         -0.86875000          0.04561995          0.00000000
         -0.85625000          0.08386273          0.00000000
         -0.84375000          0.12092282          0.00000000
         -0.83125000          0.15208926          0.00000000
         -0.81875000          0.17321962          0.00000000
         -0.80625000          0.18123594          0.00000000
         -0.79375000          0.17447663          0.00000000
         -0.78125000          0.15286490          0.00000000
         -0.76875000          0.11788091          0.00000000
         -0.75625000          0.07235317          0.00000000
         -0.74375000          0.02011008          0.00000000
         -0.73125000         -0.03444929          0.00000000
         -0.71875000         -0.08679973          0.00000000
         -0.70625000         -0.13269009          0.00000000
         -0.69375000         -0.16845721          0.00000000
         -0.68125000         -0.19123466          0.00000000
         -0.66875000         -0.19906045          0.00000000
         -0.65625000         -0.19090425          0.00000000
         -0.64375000         -0.16663985          0.00000000
         -0.63125000         -0.12698414          0.00000000
         -0.61875000         -0.07341163          0.00000000
         -0.60625000         -0.00804128          0.00000000
         -0.59375000          0.06651403          0.00000000
         -0.58125000          0.14734225          0.00000000
         -0.56875000          0.23146537          0.00000000
         -0.55625000          0.31608809          0.00000000
         -0.54375000          0.39882394          0.00000000
         -0.53125000          0.47785541          0.00000000
         -0.51875000          0.55199316          0.00000000
         -0.50625000          0.62062117          0.00000000
         -0.49375000          0.68354432          1.00000000
         -0.48125000          0.74078250          1.00000000
         -0.46875000          0.79237258          1.00000000
         -0.45625000          0.83823788          1.00000000
         -0.44375000          0.87816493          1.00000000
         -0.43125000          0.91189304          1.00000000
         -0.41875000          0.93928454          1.00000000
         -0.40625000          0.96051409          1.00000000
         -0.39375000          0.97620468          1.00000000
         -0.38125000          0.98744977          1.00000000
         -0.36875000          0.99569386          1.00000000
         -0.35625000          1.00248737          1.00000000
         -0.34375000          1.00917393          1.00000000
         -0.33125000          1.01659487          1.00000000
         -0.31875000          1.02489878          1.00000000
         -0.30625000          1.03352053          1.00000000
         -0.29375000          1.04135022          1.00000000
         -0.28125000          1.04706004          1.00000000
         -0.26875000          1.04951076          1.00000000
         -0.25625000          1.04813273          1.00000000
         -0.24375000          1.04317733          1.00000000
         -0.23125000          1.03576387          1.00000000
         -0.21875000          1.02769733          1.00000000
         -0.20625000          1.02109057          1.00000000
         -0.19375000          1.01787621          1.00000000
         -0.18125000          1.01932445          1.00000000
         -0.16875000          1.02568591          1.00000000
         -0.15625000          1.03605251          1.00000000
         -0.14375000          1.04848004          1.00000000
         -0.13125000          1.06035602          1.00000000
         -0.11875000          1.06893956          1.00000000
         -0.10625000          1.07195894          1.00000000
         -0.09375000          1.06813788          1.00000000
         -0.08125000          1.05753431          1.00000000
         -0.06875000          1.04161448          1.00000000
         -0.05625000          1.02304029          1.00000000
         -0.04375000          1.00520733          1.00000000
         -0.03125000          0.99162186          1.00000000
         -0.01875000          0.98523749          1.00000000
         -0.00625000          0.98787896          1.00000000
          0.00625000          0.99986174          1.00000000
          0.01875000          1.01987693          1.00000000
          0.03125000          1.04515978          1.00000000
          0.04375000          1.07190799          1.00000000
          0.05625000          1.09587367          1.00000000
          0.06875000          1.11302671          1.00000000
          0.08125000          1.12018119          1.00000000
          0.09375000          1.11548919          1.00000000
          0.10625000          1.09873285          1.00000000
          0.11875000          1.07138034          1.00000000
          0.13125000          1.03640690          1.00000000
          0.14375000          0.99791471          1.00000000
          0.15625000          0.96060952          1.00000000
          0.16875000          0.92920795          1.00000000
          0.18125000          0.90785472          1.00000000
          0.19375000          0.89962482          1.00000000
          0.20625000          0.90617198          1.00000000
          0.21875000          0.92756285          1.00000000
          0.23125000          0.96230904          1.00000000
          0.24375000          1.00757982          1.00000000
          0.25625000          1.05955274          1.00000000
          0.26875000          1.11384177          1.00000000
          0.28125000          1.16593738          1.00000000
          0.29375000          1.21160047          1.00000000
          0.30625000          1.24717042          1.00000000
          0.31875000          1.26977107          1.00000000
          0.33125000          1.27742033          1.00000000
          0.34375000          1.26906394          1.00000000
          0.35625000          1.24455718          1.00000000
          0.36875000          1.20461220          1.00000000
          0.38125000          1.15071674          1.00000000
          0.39375000          1.08501863          1.00000000
          0.40625000          1.01016639          1.00000000
          0.41875000          0.92910172          1.00000000
          0.43125000          0.84481399          1.00000000
          0.44375000          0.76008453          1.00000000
          0.45625000          0.67726199          1.00000000
          0.46875000          0.59811276          1.00000000
          0.48125000          0.52377855          1.00000000
          0.49375000          0.45484897          1.00000000
          0.50625000          0.39152624          0.00000000
          0.51875000          0.33383310          0.00000000
          0.53125000          0.28180069          0.00000000
          0.54375000          0.23557894          0.00000000
          0.55625000          0.19543566          0.00000000
          0.56875000          0.16164639          0.00000000
          0.58125000          0.13431446          0.00000000
          0.59375000          0.11318703          0.00000000
          0.60625000          0.09753912          0.00000000
          0.61875000          0.08618113          0.00000000
          0.63125000          0.07760898          0.00000000
          0.64375000          0.07027155          0.00000000
          0.65625000          0.06288991          0.00000000
          0.66875000          0.05474020          0.00000000
          0.68125000          0.04581476          0.00000000
          0.69375000          0.03680451          0.00000000
          0.70625000          0.02889261          0.00000000
          0.71875000          0.02340216          0.00000000
          0.73125000          0.02138404          0.00000000
          0.74375000          0.02325270          0.00000000
          0.75625000          0.02857070          0.00000000
          0.76875000          0.03604829          0.00000000
          0.78125000          0.04377099          0.00000000
          0.79375000          0.04960968          0.00000000
          0.80625000          0.05171950          0.00000000
          0.81875000          0.04900744          0.00000000
          0.83125000          0.04145261          0.00000000
          0.84375000          0.03019414          0.00000000
          0.85625000          0.01735509          0.00000000
          0.86875000          0.00563064          0.00000000
          0.88125000         -0.00227445          0.00000000
          0.89375000         -0.00424360          0.00000000
          0.90625000          0.00076104          0.00000000
          0.91875000          0.01238065          0.00000000
          0.93125000          0.02893536          0.00000000
          0.94375000          0.04737533          0.00000000
          0.95625000          0.06484713          0.00000000
          0.96875000          0.07587422          0.00000000
          0.98125000          0.08392809          0.00000000
          0.99375000          0.06873359          0.00000000
