                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.05000000          2.50000000          0.12500000          0.05000000
          0.10000000          2.75000000          0.11734365          0.06250000
          0.15000000          2.78125000          0.17298558          0.07988281
          0.20000000          2.65625000          0.14033122          0.08364258
          0.25000000          2.88378906          0.18078141          0.10060425
          0.30000000          2.84950256          0.15502863          0.09046936
          0.35000000          2.73630905          0.14712093          0.10066662
          0.40000000          2.93012333          0.16593523          0.10244148
          0.45000000          2.82803655          0.15441757          0.10643416
          0.50000000          2.85509102          0.17456494          0.11515678
          0.55000000          2.93244596          0.16069216          0.11581722
          0.60000000          2.81969087          0.18248976          0.12159313
          0.65000000          2.89627602          0.16700222          0.12110453
          0.70000000          2.84212227          0.18876490          0.13138383
          0.75000000          2.88841569          0.20861035          0.13825150
          0.80000000          2.85129891          0.19336989          0.13972053
          0.85000000          2.83200585          0.21191791          0.14003517
          0.90000000          2.84960053          0.19702800          0.14581068
          0.95000000          2.76094368          0.24523223          0.16265940
          1.00000000          2.84238059          0.20052558          0.15032577
          1.05000000          2.70436204          0.24904705          0.17095594
          1.10000000          2.80044782          0.20438640          0.15384508
          1.15000000          2.73621350          0.25345047          0.17832713
          1.20000000          2.74072825          0.20881156          0.15812817
          1.25000000          2.73789343          0.25822438          0.18489945
          1.30000000          2.72847038          0.21377145          0.16417674
          1.35000000          2.74847094          0.26311556          0.19075636
          1.40000000          2.71463252          0.21911175          0.16980638
          1.45000000          2.75954446          0.26788888          0.19594121
          1.50000000          2.70045492          0.22462680          0.17493975
          1.55000000          2.76725607          0.27235157          0.20046250
          1.60000000          2.70757351          0.23010635          0.17949840
          1.65000000          2.77276859          0.27636462          0.20653832
          1.70000000          2.73240960          0.23536541          0.18341329
          1.75000000          2.77640678          0.27984514          0.21211669
          1.80000000          2.75433222          0.24026151          0.18855729
          1.85000000          2.77794661          0.28276053          0.21686218
          1.90000000          2.77370499          0.24470026          0.19359327
          1.95000000          2.77688090          0.28511731          0.22077277
          2.00000000          2.79045890          0.24863206          0.19797531
          2.05000000          2.77263804          0.28694804          0.22386757
          2.10000000          2.80426761          0.25204334          0.20167498
          2.15000000          2.76474174          0.28829925          0.22618000
          2.20000000          2.81470904          0.25494590          0.20538578
          2.25000000          2.75290659          0.26302890          0.21328683
          2.30000000          2.82139379          0.25736685          0.20959288
          2.35000000          2.76961977          0.23741144          0.20102963
          2.40000000          2.82405010          0.25934031          0.21312666
          2.45000000          2.78905763          0.24049106          0.20261084
