                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.02500000          2.00000000          0.11180340          0.02500000
          0.05000000          2.00000000          0.05929271          0.01875000
          0.07500000          2.00000000          0.11328213          0.03076923
          0.10000000          2.00000000          0.07490282          0.02524038
          0.12500000          2.00000000          0.11546418          0.03454072
          0.15000000          2.00000000          0.08353301          0.02942962
          0.17500000          2.00000000          0.11753524          0.03742005
          0.20000000          2.00000000          0.08944732          0.03259811
          0.22500000          2.00000000          0.11941035          0.03978176
          0.25000000          2.00000000          0.09393967          0.03517855
          0.27500000          2.00000000          0.12110299          0.04180097
          0.30000000          2.00000000          0.09756248          0.03737233
          0.32500000          2.00000000          0.12263990          0.04357473
          0.35000000          2.00000000          0.10060006          0.03929055
          0.37500000          2.00000000          0.12404586          0.04516291
          0.40000000          2.00000000          0.10321730          0.04100139
          0.42500000          2.00000000          0.12534132          0.04660521
          0.45000000          2.00000000          0.10551812          0.04254993
          0.47500000          2.00000000          0.12654274          0.04792944
          0.50000000          2.00000000          0.10757215          0.04396761
          0.52500000          2.00000000          0.12766330          0.04915591
          0.55000000          2.00000000          0.10942831          0.04527729
          0.57500000          2.00000000          0.12871371          0.05029993
          0.60000000          2.00000000          0.11112223          0.04649616
          0.62500000          2.00000000          0.12970268          0.05137333
          0.65000000          2.00000000          0.11268072          0.04763747
          0.67500000          2.00000000          0.13063741          0.05238551
          0.70000000          1.99999999          0.11412441          0.04871171
          0.72500000          1.99999999          0.13152389          0.05334401
          0.75000000          1.99999999          0.11546952          0.04972728
          0.77500000          1.99999999          0.13236720          0.05425504
          0.80000000          1.99999998          0.11672908          0.05069107
          0.82500000          1.99999998          0.13317160          0.05512372
          0.85000000          1.99999996          0.11791364          0.05160877
          0.87500000          1.99999996          0.13394079          0.05595438
          0.90000000          1.99999993          0.11903194          0.05248515
          0.92500000          1.99999993          0.13467792          0.05675066
          0.95000000          1.99999989          0.12009123          0.05332426
          0.97500000          1.99999989          0.13538575          0.05751572
          1.00000000          1.99999983          0.12109765          0.05412955
          1.02500000          1.99999983          0.13606669          0.05825227
