                   x         u_numerical        u_analytical
         -0.99687500          0.00010402          0.00000000
         -0.99062500          0.00002159          0.00000000
         -0.98437500         -0.00010756          0.00000000
         -0.97812500         -0.00020786          0.00000000
         -0.97187500         -0.00019840          0.00000000
         -0.96562500         -0.00004754          0.00000000
         -0.95937500          0.00018988          0.00000000
         -0.95312500          0.00038282          0.00000000
         -0.94687500          0.00038803          0.00000000
         -0.94062500          0.00014041          0.00000000
         -0.93437500         -0.00028191          0.00000000
         -0.92812500         -0.00066589          0.00000000
         -0.92187500         -0.00075892          0.00000000
         -0.91562500         -0.00041368          0.00000000
         -0.90937500          0.00029354          0.00000000
         -0.90312500          0.00104850          0.00000000
         -0.89687500          0.00142139          0.00000000
         -0.89062500          0.00108586          0.00000000
         -0.88437500          0.00003086          0.00000000
         -0.87812500         -0.00135526          0.00000000
         -0.87187500         -0.00240181          0.00000000
         -0.86562500         -0.00245162          0.00000000
         -0.85937500         -0.00121325          0.00000000
         -0.85312500          0.00100432          0.00000000
         -0.84687500          0.00331742          0.00000000
         -0.84062500          0.00458830          0.00000000
         -0.83437500          0.00393319          0.00000000
         -0.82812500          0.00120223          0.00000000
         -0.82187500         -0.00280303          0.00000000
         -0.81562500         -0.00651791          0.00000000
         -0.80937500         -0.00818432          0.00000000
         -0.80312500         -0.00660089          0.00000000
         -0.79687500         -0.00174786          0.00000000
         -0.79062500          0.00500040          0.00000000
         -0.78437500          0.01121832          0.00000000
         -0.77812500          0.01425345          0.00000000
         -0.77187500          0.01225421          0.00000000
         -0.76562500          0.00501585          0.00000000
         -0.75937500         -0.00570182          0.00000000
         -0.75312500         -0.01655703          0.00000000
         -0.74687500         -0.02363143          0.00000000
         -0.74062500         -0.02374826          0.00000000
         -0.73437500         -0.01566365          0.00000000
         -0.72812500         -0.00071266          0.00000000
         -0.72187500          0.01734160          0.00000000
         -0.71562500          0.03325339          0.00000000
         -0.70937500          0.04177488          0.00000000
         -0.70312500          0.03923839          0.00000000
         -0.69687500          0.02476853          0.00000000
         -0.69062500          0.00075880          0.00000000
         -0.68437500         -0.02753968          0.00000000
         -0.67812500         -0.05321808          0.00000000
         -0.67187500         -0.06938422          0.00000000
         -0.66562500         -0.07087770          0.00000000
         -0.65937500         -0.05559472          0.00000000
         -0.65312500         -0.02510636          0.00000000
         -0.64687500          0.01555870          0.00000000
         -0.64062500          0.05889084          0.00000000
         -0.63437500          0.09638982          0.00000000
         -0.62812500          0.12022652          0.00000000
         -0.62187500          0.12472468          0.00000000
         -0.61562500          0.10738097          0.00000000
         -0.60937500          0.06926364          0.00000000
         -0.60312500          0.01477010          0.00000000
         -0.59687500         -0.04915132          0.00000000
         -0.59062500         -0.11412390          0.00000000
         -0.58437500         -0.17158227          0.00000000
         -0.57812500         -0.21391449          0.00000000
         -0.57187500         -0.23534172          0.00000000
         -0.56562500         -0.23244124          0.00000000
         -0.55937500         -0.20429189          0.00000000
         -0.55312500         -0.15228401          0.00000000
         -0.54687500         -0.07967880          0.00000000
         -0.54062500          0.00897799          0.00000000
         -0.53437500          0.10848392          0.00000000
         -0.52812500          0.21356220          0.00000000
         -0.52187500          0.31933716          0.00000000
         -0.51562500          0.42167036          0.00000000
         -0.50937500          0.51735078          0.00000000
         -0.50312500          0.60415272          0.00000000
         -0.49687500          0.68078811          1.00000000
         -0.49062500          0.74678535          1.00000000
         -0.48437500          0.80232691          1.00000000
         -0.47812500          0.84807345          1.00000000
         -0.47187500          0.88499568          1.00000000
         -0.46562500          0.91422811          1.00000000
         -0.45937500          0.93695188          1.00000000
         -0.45312500          0.95430884          1.00000000
         -0.44687500          0.96734475          1.00000000
         -0.44062500          0.97697740          1.00000000
         -0.43437500          0.98398420          1.00000000
         -0.42812500          0.98900382          1.00000000
         -0.42187500          0.99254697          1.00000000
         -0.41562500          0.99501213          1.00000000
         -0.40937500          0.99670331          1.00000000
         -0.40312500          0.99784770          1.00000000
         -0.39687500          0.99861174          1.00000000
         -0.39062500          0.99911518          1.00000000
         -0.38437500          0.99944265          1.00000000
         -0.37812500          0.99965298          1.00000000
         -0.37187500          0.99978640          1.00000000
         -0.36562500          0.99987001          1.00000000
         -0.35937500          0.99992177          1.00000000
         -0.35312500          0.99995344          1.00000000
         -0.34687500          0.99997259          1.00000000
         -0.34062500          0.99998404          1.00000000
         -0.33437500          0.99999080          1.00000000
         -0.32812500          0.99999476          1.00000000
         -0.32187500          0.99999705          1.00000000
         -0.31562500          0.99999835          1.00000000
         -0.30937500          0.99999908          1.00000000
         -0.30312500          0.99999950          1.00000000
         -0.29687500          0.99999973          1.00000000
         -0.29062500          0.99999986          1.00000000
         -0.28437500          0.99999993          1.00000000
         -0.27812500          0.99999996          1.00000000
         -0.27187500          0.99999997          1.00000000
         -0.26562500          0.99999997          1.00000000
         -0.25937500          0.99999998          1.00000000
         -0.25312500          1.00000002          1.00000000
         -0.24687500          1.00000005          1.00000000
         -0.24062500          1.00000004          1.00000000
         -0.23437500          0.99999998          1.00000000
         -0.22812500          0.99999991          1.00000000
         -0.22187500          0.99999990          1.00000000
         -0.21562500          1.00000000          1.00000000
         -0.20937500          1.00000014          1.00000000
         -0.20312500          1.00000022          1.00000000
         -0.19687500          1.00000010          1.00000000
         -0.19062500          0.99999981          1.00000000
         -0.18437500          0.99999956          1.00000000
         -0.17812500          0.99999964          1.00000000
         -0.17187500          1.00000013          1.00000000
         -0.16562500          1.00000074          1.00000000
         -0.15937500          1.00000092          1.00000000
         -0.15312500          1.00000026          1.00000000
         -0.14687500          0.99999901          1.00000000
         -0.14062500          0.99999811          1.00000000
         -0.13437500          0.99999859          1.00000000
         -0.12812500          1.00000066          1.00000000
         -0.12187500          1.00000311          1.00000000
         -0.11562500          1.00000382          1.00000000
         -0.10937500          1.00000132          1.00000000
         -0.10312500          0.99999643          1.00000000
         -0.09687500          0.99999250          1.00000000
         -0.09062500          0.99999348          1.00000000
         -0.08437500          1.00000070          1.00000000
         -0.07812500          1.00001056          1.00000000
         -0.07187500          1.00001566          1.00000000
         -0.06562500          1.00000961          1.00000000
         -0.05937500          0.99999279          1.00000000
         -0.05312500          0.99997475          1.00000000
         -0.04687500          0.99996987          1.00000000
         -0.04062500          0.99998750          1.00000000
         -0.03437500          1.00002253          1.00000000
         -0.02812500          1.00005405          1.00000000
         -0.02187500          1.00005593          1.00000000
         -0.01562500          1.00001523          1.00000000
         -0.00937500          0.99994675          1.00000000
         -0.00312500          0.99989166          1.00000000
          0.00312500          0.99989598          1.00000000
          0.00937500          0.99997841          1.00000000
          0.01562500          1.00010756          1.00000000
          0.02187500          1.00020786          1.00000000
          0.02812500          1.00019840          1.00000000
          0.03437500          1.00004754          1.00000000
          0.04062500          0.99981012          1.00000000
          0.04687500          0.99961718          1.00000000
          0.05312500          0.99961197          1.00000000
          0.05937500          0.99985959          1.00000000
          0.06562500          1.00028191          1.00000000
          0.07187500          1.00066589          1.00000000
          0.07812500          1.00075892          1.00000000
          0.08437500          1.00041368          1.00000000
          0.09062500          0.99970646          1.00000000
          0.09687500          0.99895150          1.00000000
          0.10312500          0.99857861          1.00000000
          0.10937500          0.99891414          1.00000000
          0.11562500          0.99996914          1.00000000
          0.12187500          1.00135526          1.00000000
          0.12812500          1.00240181          1.00000000
          0.13437500          1.00245162          1.00000000
          0.14062500          1.00121325          1.00000000
          0.14687500          0.99899568          1.00000000
          0.15312500          0.99668258          1.00000000
          0.15937500          0.99541170          1.00000000
          0.16562500          0.99606681          1.00000000
          0.17187500          0.99879777          1.00000000
          0.17812500          1.00280303          1.00000000
          0.18437500          1.00651791          1.00000000
          0.19062500          1.00818432          1.00000000
          0.19687500          1.00660089          1.00000000
          0.20312500          1.00174786          1.00000000
          0.20937500          0.99499960          1.00000000
          0.21562500          0.98878168          1.00000000
          0.22187500          0.98574655          1.00000000
          0.22812500          0.98774579          1.00000000
          0.23437500          0.99498415          1.00000000
          0.24062500          1.00570182          1.00000000
          0.24687500          1.01655703          1.00000000
          0.25312500          1.02363143          1.00000000
          0.25937500          1.02374826          1.00000000
          0.26562500          1.01566365          1.00000000
          0.27187500          1.00071266          1.00000000
          0.27812500          0.98265840          1.00000000
          0.28437500          0.96674661          1.00000000
          0.29062500          0.95822512          1.00000000
          0.29687500          0.96076161          1.00000000
          0.30312500          0.97523147          1.00000000
          0.30937500          0.99924120          1.00000000
          0.31562500          1.02753968          1.00000000
          0.32187500          1.05321808          1.00000000
          0.32812500          1.06938422          1.00000000
          0.33437500          1.07087770          1.00000000
          0.34062500          1.05559472          1.00000000
          0.34687500          1.02510636          1.00000000
          0.35312500          0.98444130          1.00000000
          0.35937500          0.94110916          1.00000000
          0.36562500          0.90361018          1.00000000
          0.37187500          0.87977348          1.00000000
          0.37812500          0.87527532          1.00000000
          0.38437500          0.89261903          1.00000000
          0.39062500          0.93073636          1.00000000
          0.39687500          0.98522990          1.00000000
          0.40312500          1.04915132          1.00000000
          0.40937500          1.11412390          1.00000000
          0.41562500          1.17158227          1.00000000
          0.42187500          1.21391449          1.00000000
          0.42812500          1.23534172          1.00000000
          0.43437500          1.23244124          1.00000000
          0.44062500          1.20429189          1.00000000
          0.44687500          1.15228401          1.00000000
          0.45312500          1.07967880          1.00000000
          0.45937500          0.99102201          1.00000000
          0.46562500          0.89151608          1.00000000
          0.47187500          0.78643780          1.00000000
          0.47812500          0.68066284          1.00000000
          0.48437500          0.57832964          1.00000000
          0.49062500          0.48264922          1.00000000
          0.49687500          0.39584728          1.00000000
          0.50312500          0.31921189          0.00000000
          0.50937500          0.25321465          0.00000000
          0.51562500          0.19767309          0.00000000
          0.52187500          0.15192655          0.00000000
          0.52812500          0.11500432          0.00000000
          0.53437500          0.08577189          0.00000000
          0.54062500          0.06304812          0.00000000
          0.54687500          0.04569116          0.00000000
          0.55312500          0.03265525          0.00000000
          0.55937500          0.02302260          0.00000000
          0.56562500          0.01601580          0.00000000
          0.57187500          0.01099618          0.00000000
          0.57812500          0.00745303          0.00000000
          0.58437500          0.00498787          0.00000000
          0.59062500          0.00329669          0.00000000
          0.59687500          0.00215230          0.00000000
          0.60312500          0.00138826          0.00000000
          0.60937500          0.00088482          0.00000000
          0.61562500          0.00055735          0.00000000
          0.62187500          0.00034702          0.00000000
          0.62812500          0.00021360          0.00000000
          0.63437500          0.00012999          0.00000000
          0.64062500          0.00007823          0.00000000
          0.64687500          0.00004656          0.00000000
          0.65312500          0.00002741          0.00000000
          0.65937500          0.00001596          0.00000000
          0.66562500          0.00000920          0.00000000
          0.67187500          0.00000524          0.00000000
          0.67812500          0.00000295          0.00000000
          0.68437500          0.00000165          0.00000000
          0.69062500          0.00000092          0.00000000
          0.69687500          0.00000050          0.00000000
          0.70312500          0.00000027          0.00000000
          0.70937500          0.00000014          0.00000000
          0.71562500          0.00000007          0.00000000
          0.72187500          0.00000004          0.00000000
          0.72812500          0.00000004          0.00000000
          0.73437500          0.00000003          0.00000000
          0.74062500          0.00000001          0.00000000
          0.74687500         -0.00000003          0.00000000
          0.75312500         -0.00000005          0.00000000
          0.75937500         -0.00000003          0.00000000
          0.76562500          0.00000004          0.00000000
          0.77187500          0.00000010          0.00000000
          0.77812500          0.00000009          0.00000000
          0.78437500         -0.00000003          0.00000000
          0.79062500         -0.00000018          0.00000000
          0.79687500         -0.00000022          0.00000000
          0.80312500         -0.00000004          0.00000000
          0.80937500          0.00000028          0.00000000
          0.81562500          0.00000047          0.00000000
          0.82187500          0.00000028          0.00000000
          0.82812500         -0.00000030          0.00000000
          0.83437500         -0.00000088          0.00000000
          0.84062500         -0.00000086          0.00000000
          0.84687500          0.00000002          0.00000000
          0.85312500          0.00000133          0.00000000
          0.85937500          0.00000200          0.00000000
          0.86562500          0.00000107          0.00000000
          0.87187500         -0.00000134          0.00000000
          0.87812500         -0.00000364          0.00000000
          0.88437500         -0.00000364          0.00000000
          0.89062500         -0.00000028          0.00000000
          0.89687500          0.00000490          0.00000000
          0.90312500          0.00000806          0.00000000
          0.90937500          0.00000547          0.00000000
          0.91562500         -0.00000312          0.00000000
          0.92187500         -0.00001284          0.00000000
          0.92812500         -0.00001580          0.00000000
          0.93437500         -0.00000659          0.00000000
          0.94062500          0.00001215          0.00000000
          0.94687500          0.00002880          0.00000000
          0.95312500          0.00002885          0.00000000
          0.95937500          0.00000551          0.00000000
          0.96562500         -0.00003197          0.00000000
          0.97187500         -0.00005912          0.00000000
          0.97812500         -0.00005171          0.00000000
          0.98437500         -0.00000134          0.00000000
          0.99062500          0.00007390          0.00000000
          0.99687500          0.00010726          0.00000000
