                   x         u_numerical        u_analytical
         -0.99375000          0.00621422          0.00000000
         -0.98125000          0.00618254          0.00000000
         -0.96875000          0.00614281          0.00000000
         -0.95625000          0.00610355          0.00000000
         -0.94375000          0.00606445          0.00000000
         -0.93125000          0.00602539          0.00000000
         -0.91875000          0.00598633          0.00000000
         -0.90625000          0.00594727          0.00000000
         -0.89375000          0.00590820          0.00000000
         -0.88125000          0.00586914          0.00000000
         -0.86875000          0.00583008          0.00000000
         -0.85625000          0.00579102          0.00000000
         -0.84375000          0.00575195          0.00000000
         -0.83125000          0.00571289          0.00000000
         -0.81875000          0.00567383          0.00000000
         -0.80625000          0.00563477          0.00000000
         -0.79375000          0.00559570          0.00000000
         -0.78125000          0.00555664          0.00000000
         -0.76875000          0.00551758          0.00000000
         -0.75625000          0.00547852          0.00000000
         -0.74375000          0.00543946          0.00000000
         -0.73125000          0.00540040          0.00000000
         -0.71875000          0.00536137          0.00000000
         -0.70625000          0.00532243          0.00000000
         -0.69375000          0.00528376          0.00000000
         -0.68125000          0.00524595          0.00000000
         -0.66875000          0.00521065          0.00000000
         -0.65625000          0.00518184          0.00000000
         -0.64375000          0.00516297          0.00000000
         -0.63125000          0.00512756          0.00000000
         -0.61875000          0.00502707          0.00000000
         -0.60625000          0.00489956          0.00000000
         -0.59375000          0.00481813          0.00000000
         -0.58125000          0.00480983          0.00000000
         -0.56875000          0.00483040          0.00000000
         -0.55625000          0.00503928          0.00000000
         -0.54375000          0.00643854          0.00000000
         -0.53125000          0.01490875          0.00000000
         -0.51875000          0.06475795          0.00000000
         -0.50625000          0.28493418          0.00000000
         -0.49375000          0.58349011          1.00000000
         -0.48125000          0.86508151          1.00000000
         -0.46875000          0.98047848          1.00000000
         -0.45625000          1.00026741          1.00000000
         -0.44375000          1.00365191          1.00000000
         -0.43125000          1.00422451          1.00000000
         -0.41875000          1.00431732          1.00000000
         -0.40625000          1.00432996          1.00000000
         -0.39375000          1.00433058          1.00000000
         -0.38125000          1.00432526          1.00000000
         -0.36875000          1.00429137          1.00000000
         -0.35625000          1.00423912          1.00000000
         -0.34375000          1.00418911          1.00000000
         -0.33125000          1.00414371          1.00000000
         -0.31875000          1.00410373          1.00000000
         -0.30625000          1.00406789          1.00000000
         -0.29375000          1.00403156          1.00000000
         -0.28125000          1.00399355          1.00000000
         -0.26875000          1.00395488          1.00000000
         -0.25625000          1.00391595          1.00000000
         -0.24375000          1.00387693          1.00000000
         -0.23125000          1.00383788          1.00000000
         -0.21875000          1.00379883          1.00000000
         -0.20625000          1.00375977          1.00000000
         -0.19375000          1.00372070          1.00000000
         -0.18125000          1.00368164          1.00000000
         -0.16875000          1.00364258          1.00000000
         -0.15625000          1.00360352          1.00000000
         -0.14375000          1.00356445          1.00000000
         -0.13125000          1.00352539          1.00000000
         -0.11875000          1.00348633          1.00000000
         -0.10625000          1.00344727          1.00000000
         -0.09375000          1.00340820          1.00000000
         -0.08125000          1.00336914          1.00000000
         -0.06875000          1.00333008          1.00000000
         -0.05625000          1.00329102          1.00000000
         -0.04375000          1.00325195          1.00000000
         -0.03125000          1.00321289          1.00000000
         -0.01875000          1.00317383          1.00000000
         -0.00625000          1.00313477          1.00000000
          0.00625000          1.00309570          1.00000000
          0.01875000          1.00305664          1.00000000
          0.03125000          1.00301758          1.00000000
          0.04375000          1.00297852          1.00000000
          0.05625000          1.00293945          1.00000000
          0.06875000          1.00290039          1.00000000
          0.08125000          1.00286133          1.00000000
          0.09375000          1.00282227          1.00000000
          0.10625000          1.00278320          1.00000000
          0.11875000          1.00274414          1.00000000
          0.13125000          1.00270508          1.00000000
          0.14375000          1.00266602          1.00000000
          0.15625000          1.00262695          1.00000000
          0.16875000          1.00258789          1.00000000
          0.18125000          1.00254883          1.00000000
          0.19375000          1.00250977          1.00000000
          0.20625000          1.00247071          1.00000000
          0.21875000          1.00243165          1.00000000
          0.23125000          1.00239261          1.00000000
          0.24375000          1.00235358          1.00000000
          0.25625000          1.00231458          1.00000000
          0.26875000          1.00227565          1.00000000
          0.28125000          1.00223683          1.00000000
          0.29375000          1.00219822          1.00000000
          0.30625000          1.00215997          1.00000000
          0.31875000          1.00212234          1.00000000
          0.33125000          1.00208571          1.00000000
          0.34375000          1.00205067          1.00000000
          0.35625000          1.00201806          1.00000000
          0.36875000          1.00198906          1.00000000
          0.38125000          1.00196519          1.00000000
          0.39375000          1.00194840          1.00000000
          0.40625000          1.00193921          1.00000000
          0.41875000          1.00192474          1.00000000
          0.43125000          1.00187502          1.00000000
          0.44375000          1.00162692          1.00000000
          0.45625000          1.00023013          1.00000000
          0.46875000          0.99214609          1.00000000
          0.48125000          0.94509181          1.00000000
          0.49375000          0.72949834          1.00000000
          0.50625000          0.41552465          0.00000000
          0.51875000          0.12766449          0.00000000
          0.53125000          0.02289734          0.00000000
          0.54375000          0.00491170          0.00000000
          0.55625000          0.00181566          0.00000000
          0.56875000          0.00127554          0.00000000
          0.58125000          0.00117527          0.00000000
          0.59375000          0.00115167          0.00000000
          0.60625000          0.00114227          0.00000000
          0.61875000          0.00112957          0.00000000
          0.63125000          0.00110887          0.00000000
          0.64375000          0.00108224          0.00000000
          0.65625000          0.00105135          0.00000000
          0.66875000          0.00101752          0.00000000
          0.68125000          0.00098172          0.00000000
          0.69375000          0.00094463          0.00000000
          0.70625000          0.00090673          0.00000000
          0.71875000          0.00086834          0.00000000
          0.73125000          0.00082965          0.00000000
          0.74375000          0.00079079          0.00000000
          0.75625000          0.00075184          0.00000000
          0.76875000          0.00071283          0.00000000
          0.78125000          0.00067380          0.00000000
          0.79375000          0.00063475          0.00000000
          0.80625000          0.00059570          0.00000000
          0.81875000          0.00055664          0.00000000
          0.83125000          0.00051758          0.00000000
          0.84375000          0.00047853          0.00000000
          0.85625000          0.00043947          0.00000000
          0.86875000          0.00040041          0.00000000
          0.88125000          0.00036137          0.00000000
          0.89375000          0.00032232          0.00000000
          0.90625000          0.00028329          0.00000000
          0.91875000          0.00024427          0.00000000
          0.93125000          0.00020526          0.00000000
          0.94375000          0.00016628          0.00000000
          0.95625000          0.00012731          0.00000000
          0.96875000          0.00008836          0.00000000
          0.98125000          0.00004947          0.00000000
          0.99375000          0.00001279          0.00000000
