                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.02500000          2.50000000          0.11858541          0.03125000
          0.05000000          2.75000000          0.08297449          0.03125000
          0.07500000          2.78125000          0.09175531          0.03339844
          0.10000000          2.65625000          0.09922915          0.04182129
          0.12500000          2.88378906          0.12783176          0.05030212
          0.15000000          2.85748291          0.10962191          0.04524803
          0.17500000          2.74936676          0.10403037          0.05036645
          0.20000000          2.94928598          0.11733255          0.05132036
          0.22500000          2.85955763          0.10918440          0.05360036
          0.25000000          2.88011977          0.12350470          0.05828214
          0.27500000          2.97038197          0.11372897          0.05861240
          0.30000000          2.89650606          0.12867828          0.06217763
          0.32500000          2.94863505          0.11778665          0.06221912
          0.35000000          2.94116328          0.13314994          0.06771992
          0.37500000          3.00907089          0.16997368          0.07807618
          0.40000000          2.96493946          0.13712044          0.07257398
          0.42500000          3.03148384          0.17266801          0.08023461
          0.45000000          3.01865489          0.14090032          0.07602502
          0.47500000          2.98580468          0.17615848          0.08601247
          0.50000000          3.08368730          0.14656297          0.08045779
          0.52500000          2.97999671          0.16027416          0.08412001
          0.55000000          3.08932295          0.14450930          0.08157201
          0.57500000          3.03958760          0.17310746          0.09114916
          0.60000000          3.10936875          0.14491023          0.08142765
          0.62500000          3.09922825          0.17451950          0.09237808
          0.65000000          3.05147661          0.14764988          0.08532538
          0.67500000          3.08396828          0.17694731          0.09581405
          0.70000000          3.08040637          0.15039799          0.08843455
          0.72500000          3.14254928          0.17880217          0.09765668
          0.75000000          3.09575980          0.15234573          0.09020621
          0.77500000          3.14354387          0.18029184          0.09968266
          0.80000000          3.11252148          0.15426296          0.09132398
          0.82500000          3.13091551          0.18198450          0.10209060
          0.85000000          3.12001594          0.15637172          0.09373928
          0.87500000          3.14911173          0.18371971          0.10491401
          0.90000000          3.13989464          0.15835024          0.09551477
          0.92500000          3.15019927          0.18531222          0.10726451
          0.95000000          3.15440897          0.16019409          0.09690849
          0.97500000          3.15738655          0.18685287          0.10942878
          1.00000000          3.15249785          0.16201866          0.09898346
          1.02500000          3.15701997          0.18836472          0.11164745
          1.05000000          3.16045970          0.16378777          0.10100499
          1.07500000          3.16240297          0.17482974          0.10779751
          1.10000000          3.16784598          0.16546608          0.10364255
          1.12500000          3.16446425          0.17619218          0.10910936
          1.15000000          3.17601073          0.16706686          0.10615183
          1.17500000          3.15800878          0.15529459          0.10306598
          1.20000000          3.19791210          0.16858737          0.10851113
          1.22500000          3.15341715          0.15674383          0.10459918
          1.25000000          3.21138861          0.17001734          0.11046091
          1.27500000          3.16833922          0.15812087          0.10624438
          1.30000000          3.21536538          0.17136051          0.11219126
          1.32500000          3.18734823          0.15942537          0.10777817
          1.35000000          3.21046243          0.17264575          0.11392541
          1.37500000          3.21018485          0.16069320          0.10956655
          1.40000000          3.20310350          0.17397120          0.11574518
          1.42500000          3.23191430          0.16207639          0.11137008
          1.45000000          3.19283647          0.17545609          0.11771195
          1.47500000          3.24559726          0.16375354          0.11334006
