                Time     Total_Variation            L2_Error            L1_Error
          0.00000000          2.00000000          0.00000000          0.00000000
          0.02500000          2.00000000          0.11180340          0.02500000
          0.05000000          2.00000000          0.05929271          0.01875000
          0.07500000          2.00000000          0.11328213          0.03076923
          0.10000000          2.00000000          0.07490282          0.02524038
          0.12500000          2.00000000          0.11546418          0.03454072
          0.15000000          2.00000000          0.08353301          0.02942962
          0.17500000          2.00000000          0.11753524          0.03742005
          0.20000000          2.00000000          0.08944732          0.03259811
          0.22500000          2.00000000          0.11941035          0.03978176
          0.25000000          2.00000000          0.09393967          0.03517855
          0.27500000          2.00000000          0.12110299          0.04180100
          0.30000000          2.00000000          0.09756248          0.03737275
          0.32500000          2.00000000          0.12263990          0.04357785
          0.35000000          2.00000000          0.10060018          0.03930635
          0.37500000          2.00000000          0.12404740          0.04522442
          0.40000000          2.00000000          0.10323646          0.04119382
          0.42500000          2.00000000          0.12544203          0.04709577
          0.45000000          2.00000000          0.10615850          0.04358938
          0.47500000          2.00000000          0.12944623          0.05002125
          0.50000000          2.00000000          0.11435525          0.04701407
          0.52500000          2.00000000          0.13680628          0.05298404
          0.55000000          2.00000000          0.11293176          0.04718214
          0.57500000          2.00000000          0.12430740          0.05004825
          0.60000000          2.00000000          0.11382977          0.04779130
          0.62500000          2.00000000          0.12523805          0.05081812
          0.65000000          2.00000000          0.11517311          0.04873134
          0.67500000          2.00000000          0.12626759          0.05175570
          0.70000000          1.99999999          0.11647415          0.04972491
          0.72500000          1.99999999          0.12724969          0.05269322
          0.75000000          1.99999999          0.11769980          0.05068925
          0.77500000          1.99999999          0.12818123          0.05359442
          0.80000000          1.99999998          0.11885611          0.05161130
          0.82500000          1.99999998          0.12906725          0.05445630
          0.85000000          1.99999996          0.11995028          0.05249253
          0.87500000          1.99999996          0.12991229          0.05528167
          0.90000000          1.99999993          0.12098857          0.05333642
          0.92500000          1.99999992          0.13072022          0.05607375
          0.95000000          1.99999988          0.12197644          0.05414630
          0.97500000          1.99999988          0.13149437          0.05683548
          1.00000000          1.99999982          0.12291858          0.05492512
          1.02500000          1.99999981          0.13223763          0.05756940
